id,Co.name,typename,type,color,popCng,medHome,houseBuilt,miles,hhIncome,nhWhite,uninsured,someColl,health
13065,"Clinch Co., Ga.",African American South,3,457A59,-150,63100,1978,581,37174,65.05128586,16.02756671,46.84210526,24.70043781
13069,"Coffee Co., Ga.",African American South,3,457A59,739,87600,1988,1340,39408,58.00669549,18.4188147,41.74597681,22.21238316
13071,"Colquitt Co., Ga.",African American South,3,457A59,93,84500,1983,1176,36651,55.49470928,22.75693312,37.33052632,24.37887335
13075,"Cook Co., Ga.",African American South,3,457A59,-47,87800,1984,557,36463,64.65242808,18.11781108,50.61118947,22.26278411
13079,"Crawford Co., Ga.",African American South,3,457A59,-312,93300,1992,420,47422,73.58275722,16.28442664,66.1873027,18.22240302
13081,"Crisp Co., Ga.",African American South,3,457A59,-829,83900,1979,705,34754,50.21551724,15.369884,50.70476926,25.09908672
13087,"Decatur Co., Ga.",African American South,3,457A59,-1267,109800,1983,1000,37835,50.37805061,17.03807522,49.74466807,23.42974472
13091,"Dodge Co., Ga.",African American South,3,457A59,-1092,73400,1980,949,36067,65.28702364,16.60997369,47.25881097,20.71978718
13093,"Dooly Co., Ga.",African American South,3,457A59,-1217,83200,1977,772,35781,42.38916794,17.86015164,34.01534527,23.79046028
13099,"Early Co., Ga.",African American South,3,457A59,-761,82700,1981,715,32490,45.11460762,14.98780488,61.91311979,25.62564436
13105,"Elbert Co., Ga.",African American South,3,457A59,-1046,81800,1977,680,35452,63.43084411,16.85147069,36.55109903,19.44428789
13107,"Emanuel Co., Ga.",African American South,3,457A59,12,78500,1979,1260,33551,59.15224146,17.15052861,40.36155361,22.56112889
13109,"Evans Co., Ga.",African American South,3,457A59,-281,83600,1987,363,34464,56.2412993,18.05637457,46.19307832,22.21584529
13131,"Grady Co., Ga.",African American South,3,457A59,-264,110500,1988,808,41095,57.87098594,19.60599444,48.4244898,25.05092245
13133,"Greene Co., Ga.",African American South,3,457A59,1699,175800,1991,614,50736,57.45037903,18.74687968,38.55706682,22.31278877
13141,"Hancock Co., Ga.",African American South,3,457A59,-1053,66100,1987,588,31247,24.52984464,13.72407574,21.0895584,28.02556858
13163,"Jefferson Co., Ga.",African American South,3,457A59,-1500,69200,1977,827,35201,42.06288344,18.27130852,36.1140725,25.01801744
13165,"Jenkins Co., Ga.",African American South,3,457A59,347,59100,1977,530,32472,50.67868142,18.05060007,48.16035146,24.80677119
13167,"Johnson Co., Ga.",African American South,3,457A59,-264,64200,1979,538,35243,62.52554148,14.40985938,35.14965464,22.03520403
13175,"Laurens Co., Ga.",African American South,3,457A59,-1120,85000,1985,1640,38078,58.13015001,14.15788789,45.91836735,22.1244882
13189,"McDuffie Co., Ga.",African American South,3,457A59,-336,102500,1979,500,40814,53.37240674,14.62662708,47.54754755,20.77780238
13191,"McIntosh Co., Ga.",African American South,3,457A59,8,112700,1991,357,40832,62.22174961,15.83183411,54.59218643,17.92609733
13193,"Macon Co., Ga.",African American South,3,457A59,-1600,61300,1978,611,32974,32.93525612,18.86732421,41.80011044,27.06878456
13199,"Meriwether Co., Ga.",African American South,3,457A59,-915,91300,1983,861,38442,56.46824077,16.44417839,39.49191686,22.44936782
13201,"Miller Co., Ga.",African American South,3,457A59,-439,88500,1978,463,37878,67.2833162,15.72815534,57.3125464,19.24638698
13205,"Mitchell Co., Ga.",African American South,3,457A59,-1306,82500,1980,910,36234,46.06136731,17.21400217,41.2022226,23.89641608
13207,"Monroe Co., Ga.",African American South,3,457A59,1347,159900,1989,665,57038,72.36012245,13.91542242,54.98968745,16.68982438
13209,"Montgomery Co., Ga.",African American South,3,457A59,12,76500,1987,483,41858,66.01705238,17.63927679,52.03366059,19.4402043
13225,"Peach Co., Ga.",African American South,3,457A59,-391,126000,1986,389,46608,45.42972065,16.08968774,63.33652008,20.10146382
13237,"Putnam Co., Ga.",African American South,3,457A59,591,168700,1992,607,47710,65.18637828,17.65243902,48.2883266,18.89352691
13239,"Quitman Co., Ga.",African American South,3,457A59,-232,67400,1984,198,31151,49.02459712,16.84081131,37.21461187,23.34477681
13243,"Randolph Co., Ga.",African American South,3,457A59,-886,67300,1977,513,30847,35.4204947,14.55453149,48.08362369,27.26737025
13249,"Schley Co., Ga.",African American South,3,457A59,226,94800,1984,252,43568,73.14406292,16.0568632,57.84982935,18.90134617
13251,"Screven Co., Ga.",African American South,3,457A59,-654,78900,1979,802,38870,54.77675052,16.84523274,52.48399878,22.48474459
13253,"Seminole Co., Ga.",African American South,3,457A59,-414,77200,1983,457,35527,61.63772311,14.51240179,48.34254144,19.64723335
13259,"Stewart Co., Ga.",African American South,3,457A59,141,51800,1973,428,31800,24.42773601,18.21471653,27.71084337,33.92289101
13261,"Sumter Co., Ga.",African American South,3,457A59,-3084,82600,1982,817,36611,39.54166248,15.9803138,52.57175334,26.55737852
13263,"Talbot Co., Ga.",African American South,3,457A59,-602,81200,1985,491,36269,40.45447272,15.27407103,48.53310981,21.94420147
13265,"Taliaferro Co., Ga.",African American South,3,457A59,-109,59100,1977,235,30586,36.67076167,19.23397169,17.5257732,25.8457899
13267,"Tattnall Co., Ga.",African American South,3,457A59,-126,88100,1988,976,38672,58.49056604,18.62439362,34.26159274,23.38570389
13269,"Taylor Co., Ga.",African American South,3,457A59,-871,65800,1982,572,35608,57.01301891,16.61538462,46.22322435,24.7087568
13271,"Telfair Co., Ga.",African American South,3,457A59,-614,55600,1974,627,31354,49.26511977,15.4558896,24.98090145,27.029487
13275,"Thomas Co., Ga.",African American South,3,457A59,-276,131400,1984,1000,43257,57.6274593,15.96155426,60.9522052,20.17859856
13277,"Tift Co., Ga.",African American South,3,457A59,439,112200,1983,804,41544,55.62342973,17.41063382,53.12683213,21.7189277
13283,"Treutlen Co., Ga.",African American South,3,457A59,-72,71000,1981,418,34473,63.76854599,14.61057419,46.60766962,18.53432589
13285,"Troup Co., Ga.",African American South,3,457A59,2995,125000,1981,1049,43112,56.4740779,14.69080201,51.84022825,18.86761047
13287,"Turner Co., Ga.",African American South,3,457A59,-1018,72700,1973,543,33310,53.92538626,18.12069531,37.46283449,21.63159944
13299,"Ware Co., Ga.",African American South,3,457A59,-625,78500,1977,1083,38412,62.99517716,14.74525981,44.26497872,21.90949269
13301,"Warren Co., Ga.",African American South,3,457A59,-583,62300,1975,423,34680,37.63907222,15.40835708,37.9202502,23.83270506
13303,"Washington Co., Ga.",African American South,3,457A59,-797,82400,1981,978,37464,42.63771969,13.96087069,44.12867575,22.30407345
13307,"Webster Co., Ga.",African American South,3,457A59,-190,57200,1980,262,39266,52.59117083,16.46191646,41.11969112,20.86539498
13309,"Wheeler Co., Ga.",African American South,3,457A59,458,46800,1977,416,31001,55.98591549,14.56602031,30.71242398,24.50372263
13315,"Wilcox Co., Ga.",African American South,3,457A59,-444,69800,1977,626,35015,58.97727273,16.8004378,29.4302554,20.85566297
13317,"Wilkes Co., Ga.",African American South,3,457A59,-717,83400,1974,565,34897,50.677315,16.7090301,37.97979798,22.55496584
13319,"Wilkinson Co., Ga.",African American South,3,457A59,-532,69100,1980,525,40906,56.79205268,13.91780822,35.24096386,19.88210676
17003,"Alexander Co., Ill.",African American South,3,457A59,-2178,53200,1960,434,33985,62.13776722,5.867396832,43.74110953,27.31640985
17153,"Pulaski Co., Ill.",African American South,3,457A59,-694,63500,1969,387,38846,64.16772554,7.098976109,57.56862745,22.77647618
21075,"Fulton Co., Ky.",African American South,3,457A59,-693,63600,1969,362,30761,70.49418605,5.702829138,53.17241379,26.56578628
22001,"Acadia Parish, La.",African American South,3,457A59,403,97500,1976,1313,39252,77.39575012,13.04985062,44.46320712,21.96110143
22003,"Allen Parish, La.",African American South,3,457A59,-158,84800,1978,825,42846,71.19940674,12.15828924,43.7533227,18.88311899
22007,"Assumption Parish, La.",African American South,3,457A59,-1116,114600,1979,349,45774,65.32895321,10.969048,41.73383486,19.6122509
22009,"Avoyelles Parish, La.",African American South,3,457A59,-1609,90600,1978,895,36177,64.88530991,12.09184481,38.51402578,23.05832934
22013,"Bienville Parish, La.",African American South,3,457A59,-1045,76000,1977,1016,30483,54.55345359,11.30671506,44.31040104,21.3604478
22017,"Caddo Parish, La.",African American South,3,457A59,-11999,138200,1973,2216,37636,44.87207044,12.05357361,57.22553973,20.40318618
22027,"Claiborne Parish, La.",African American South,3,457A59,-1251,74100,1974,1083,34109,45.10614315,12.95287257,36.99536731,25.47626901
22029,"Concordia Parish, La.",African American South,3,457A59,-1250,78500,1975,541,33873,56.96667673,12.20152191,38.24340292,26.44134587
22031,"De Soto Parish, La.",African American South,3,457A59,780,110000,1984,1094,40839,58.65764448,12.06455952,46.42692485,22.42420641
22035,"East Carroll Parish, La.",African American South,3,457A59,-722,68200,1973,475,26431,27.77154084,11.10896445,33.73435996,38.16035414
22039,"Evangeline Parish, La.",African American South,3,457A59,-545,90000,1977,1089,33942,66.55986709,12.16387851,38.58610272,24.91560257
22053,"Jefferson Davis Parish, La.",African American South,3,457A59,-10,101800,1974,1035,43317,78.36197859,12.74014543,44.72335392,20.64427236
22057,"Lafourche Parish, La.",African American South,3,457A59,1453,144300,1979,794,53081,76.66267043,15.74808865,44.1209712,17.44011017
22061,"Lincoln Parish, La.",African American South,3,457A59,456,145900,1982,931,39941,53.29465483,13.65806032,64.08677529,21.95988824
22065,"Madison Parish, La.",African American South,3,457A59,-938,64100,1974,506,29507,33.89890421,10.87420043,33.98732267,31.94196536
22067,"Morehouse Parish, La.",African American South,3,457A59,-2581,84900,1975,946,32988,49.46764947,11.51196956,39.08816628,26.28092552
22069,"Natchitoches Parish, La.",African American South,3,457A59,-910,114100,1984,1512,33439,52.99197868,13.7964553,58.53363933,23.35643426
22077,"Pointe Coupee Parish, La.",African American South,3,457A59,-865,124500,1979,522,45675,60.06376864,11.53176431,46.14608555,18.62776347
22079,"Rapides Parish, La.",African American South,3,457A59,-1047,133800,1976,2229,42238,61.05523821,12.38581952,51.45037243,20.91947313
22081,"Red River Parish, La.",African American South,3,457A59,-614,85900,1980,450,35662,56.71274602,11.52576432,42.20611082,22.70116379
22083,"Richland Parish, La.",African American South,3,457A59,-532,86900,1978,874,36432,60.49679095,12.50845998,40.03479606,23.39727983
22093,"St. James Parish, La.",African American South,3,457A59,-1064,136400,1977,245,53045,48.38302055,9.603316898,51.26198396,18.91581541
22097,"St. Landry Parish, La.",African American South,3,457A59,-620,99200,1974,1551,35693,54.61393823,11.9826825,39.79648944,22.6878001
22099,"St. Martin Parish, La.",African American South,3,457A59,1461,114200,1984,717,44574,64.2816267,12.22029849,48.88618294,19.77904581
22101,"St. Mary Parish, La.",African American South,3,457A59,-4876,97000,1975,557,38413,56.14933396,13.69389308,34.25647201,23.96783428
22107,"Tensas Parish, La.",African American South,3,457A59,-790,62200,1975,496,27959,42.62188516,14.21720733,32.58064516,33.20533128
22113,"Vermilion Parish, La.",African American South,3,457A59,1859,105700,1980,1281,50562,78.12957297,12.91051903,41.42780963,18.38613077
22117,"Washington Parish, La.",African American South,3,457A59,-558,84600,1978,1276,37792,65.57373534,13.11124363,40.94354767,23.65074384
22119,"Webster Parish, La.",African American South,3,457A59,-2409,81600,1973,1038,32522,61.88734827,11.70147913,47.59923175,21.28204735
22125,"West Feliciana Parish, La.",African American South,3,457A59,-165,209600,1986,315,56584,52.62678804,8.698848322,50.68422412,21.11030658
24019,"Dorchester Co., Md.",African American South,3,457A59,-625,179300,1974,787,47011,62.8350227,7.810650888,54.42176871,17.93631167
28001,"Adams Co., Miss.",African American South,3,457A59,-1107,90800,1970,601,31044,35.93523207,14.08414351,44.07412345,25.23478033
28005,"Amite Co., Miss.",African American South,3,457A59,-802,77500,1978,943,35422,57.31501567,17.20250522,43.37307153,23.33935635
28007,"Attala Co., Miss.",African American South,3,457A59,-1197,72700,1978,1112,35158,53.64507225,13.8016143,53.77948965,22.39451868
28011,"Bolivar Co., Miss.",African American South,3,457A59,-2820,89100,1975,1435,34216,32.69369228,14.08896262,57.7382374,28.83650431
28013,"Calhoun Co., Miss.",African American South,3,457A59,-526,66600,1976,755,35886,64.58735854,18.92648181,43.77044306,25.08186026
28015,"Carroll Co., Miss.",African American South,3,457A59,-686,90900,1987,798,40798,64.20751553,15.76058547,58.92672859,18.98393354
28017,"Chickasaw Co., Miss.",African American South,3,457A59,-221,63800,1979,740,37231,49.80170302,17.32181426,45.13487476,26.10951568
28021,"Claiborne Co., Miss.",African American South,3,457A59,-595,61000,1977,453,28518,11.41899441,14.01883354,54.24274973,34.95949384
28025,"Clay Co., Miss.",African American South,3,457A59,-1248,81200,1978,582,36044,38.94602851,15.656534,56.37963545,24.42443657
28027,"Coahoma Co., Miss.",African American South,3,457A59,-3517,62400,1971,891,28921,21.00716939,13.1331606,57.34042553,29.04989716
28029,"Copiah Co., Miss.",African American South,3,457A59,-904,93800,1979,1034,39107,43.95777809,14.35233161,51.11973724,24.93886932
28031,"Covington Co., Miss.",African American South,3,457A59,-720,77600,1984,855,39644,60.31238535,16.55807543,59.75903615,24.44061711
28043,"Grenada Co., Miss.",African American South,3,457A59,-850,93200,1978,629,38827,54.55968132,14.99536823,50.54629097,22.25894395
28051,"Holmes Co., Miss.",African American South,3,457A59,-1861,50600,1981,1016,24783,15.58148712,15.67268655,37.88022814,35.08273451
28053,"Humphreys Co., Miss.",African American South,3,457A59,-1118,64200,1975,609,26489,20.7624071,14.90089833,41.59793814,36.01084672
28055,"Issaquena Co., Miss.",African American South,3,457A59,-91,50200,1976,259,28075,35.4742345,17.77777778,26.05042017,32.01844737
28061,"Jasper Co., Miss.",African American South,3,457A59,-637,67300,1984,905,35916,44.72922446,15.85670017,56.72013274,23.34845554
28063,"Jefferson Co., Miss.",African American South,3,457A59,-626,57100,1979,520,27925,13.10933627,17.09059233,38.77973113,34.56521197
28065,"Jefferson Davis Co., Miss.",African American South,3,457A59,-1247,80600,1979,780,28043,37.78504508,17.90081522,47.84329244,29.63841029
28067,"Jones Co., Miss.",African American South,3,457A59,692,85600,1979,1618,39459,64.71809215,15.87410195,54.95333812,22.56640515
28069,"Kemper Co., Miss.",African American South,3,457A59,-419,70900,1981,875,32026,34.19002327,19.02748414,42.73034658,27.81964439
28075,"Lauderdale Co., Miss.",African American South,3,457A59,-4950,88500,1977,1439,43538,52.58092049,12.83132726,63.70548015,22.91698843
28081,"Lee Co., Miss.",African American South,3,457A59,2292,125600,1985,1317,51559,65.43746247,12.6876023,64.11320923,18.95563044
28083,"Leflore Co., Miss.",African American South,3,457A59,-3463,76100,1974,921,25569,22.1161414,13.9024892,50.55946954,31.15129997
28085,"Lincoln Co., Miss.",African American South,3,457A59,-665,94800,1979,1219,40898,67.2838967,14.31681708,57.95427763,21.18652516
28087,"Lowndes Co., Miss.",African American South,3,457A59,-849,123400,1981,1059,42277,51.52738823,14.1775441,61.54048025,21.22548565
28095,"Monroe Co., Miss.",African American South,3,457A59,-1425,87100,1978,1230,40371,66.80698038,13.46411977,54.4206415,19.98498151
28097,"Montgomery Co., Miss.",African American South,3,457A59,-903,77900,1976,601,36182,52.20682198,15.82662539,52.09059233,24.61761626
28101,"Newton Co., Miss.",African American South,3,457A59,-277,80300,1981,969,39898,60.88742035,16.27960451,65.64441772,20.07576491
28103,"Noxubee Co., Miss.",African American South,3,457A59,-1010,57400,1984,695,30130,25.64699311,19.48283549,46.00301659,26.51531602
28107,"Panola Co., Miss.",African American South,3,457A59,-520,73800,1986,1213,35927,46.80826028,14.68531469,45.54749733,23.98133527
28113,"Pike Co., Miss.",African American South,3,457A59,-844,87500,1978,1052,32525,43.37437924,14.53331263,51.20554883,24.30022382
28119,"Quitman Co., Miss.",African American South,3,457A59,-1171,51400,1973,649,26740,26.33099464,16.46861925,40.17045455,34.64611564
28125,"Sharkey Co., Miss.",African American South,3,457A59,-539,51100,1976,447,28842,26.38105975,15.53687636,57.23443223,30.36314448
28133,"Sunflower Co., Miss.",African American South,3,457A59,-3648,71600,1976,1105,29704,23.72118086,15.28742893,45.15496273,28.88597192
28135,"Tallahatchie Co., Miss.",African American South,3,457A59,-1398,63400,1977,785,30998,35.12212389,16.07651608,32.54391159,26.35965033
28143,"Tunica Co., Miss.",African American South,3,457A59,-834,96000,1994,633,31492,19.19393456,11.52235427,58.51421584,27.23660033
28147,"Walthall Co., Miss.",African American South,3,457A59,-982,101900,1984,817,32078,52.58293675,17.62951602,41.23105475,25.52273997
28149,"Warren Co., Miss.",African American South,3,457A59,-2595,114600,1976,777,44227,46.97015053,12.20020325,57.71731691,22.34629761
28151,"Washington Co., Miss.",African American South,3,457A59,-6072,74400,1971,1298,30865,24.9972956,14.18215234,52.54732001,26.5747934
28157,"Wilkinson Co., Miss.",African American South,3,457A59,-1086,60400,1984,537,27962,28.02135393,15.24663677,32.83881315,28.77461648
28159,"Winston Co., Miss.",African American South,3,457A59,-1033,77600,1977,909,36305,49.7533706,16.46056033,54.49282075,26.97497956
28161,"Yalobusha Co., Miss.",African American South,3,457A59,-286,75200,1981,703,36834,58.09394255,13.84291303,52.91828794,23.73554277
28163,"Yazoo Co., Miss.",African American South,3,457A59,183,78700,1979,1147,33051,35.42521344,15.06898314,40.5630355,27.14596134
29133,"Miss. Co., Mo.",African American South,3,457A59,-1022,73400,1972,702,34185,71.24981599,12.44617162,35.38541128,29.5611095
29155,"Pemiscot Co., Mo.",African American South,3,457A59,-2024,73300,1968,1002,32224,68.56056104,11.71986321,46.46107179,26.76508686
37007,"Anson Co., North Carolina",African American South,3,457A59,-2052,83700,1978,907,41266,44.58405026,13.22515873,46.75817757,22.88310789
37015,"Bertie Co., North Carolina",African American South,3,457A59,-2249,78900,1982,700,33022,34.63899293,12.77185501,43.4514965,23.52277438
37017,"Bladen Co., North Carolina",African American South,3,457A59,-1991,89500,1982,960,38059,54.43574885,16.63584557,53.0775076,24.06417134
37033,"Caswell Co., North Carolina",African American South,3,457A59,-1036,104700,1979,655,44998,61.01739822,13.16038293,52.77227723,19.47070983
37041,"Chowan Co., North Carolina",African American South,3,457A59,-764,128300,1979,285,43182,59.46827366,12.08963482,46.89655172,21.4901989
37047,"Columbus Co., North Carolina",African American South,3,457A59,-2455,85200,1980,1377,37639,59.20158753,14.85707591,53.87960117,23.1591266
37061,"Duplin Co., North Carolina",African American South,3,457A59,457,88800,1982,1307,39470,51.29829435,20.08049626,42.59232955,27.62386962
37065,"Edgecombe Co., North Carolina",African American South,3,457A59,-4541,84000,1977,903,35130,36.32054904,11.98515944,48.36402499,24.88607658
37069,"Franklin Co., North Carolina",African American South,3,457A59,7007,140300,1991,877,53076,63.54431145,13.06784717,59.08827133,18.14973123
37077,"Granville Co., North Carolina",African American South,3,457A59,2584,146100,1990,944,53142,58.00157832,11.77403585,59.25740807,18.58392897
37079,"Greene Co., North Carolina",African American South,3,457A59,-341,85700,1981,483,40131,46.96645253,18.21444887,46.59632403,22.69396388
37083,"Halifax Co., North Carolina",African American South,3,457A59,-4053,86500,1976,1100,34027,38.3511986,13.68958645,46.56786272,24.32787729
37091,"Hertford Co., North Carolina",African American South,3,457A59,-1018,86800,1977,504,38786,33.23851753,11.67942947,51.80570603,23.28654759
37095,"Hyde Co., North Carolina",African American South,3,457A59,-587,81000,1977,333,41214,60.02237554,14.29326288,53.05975522,20.91806854
37103,"Jones Co., North Carolina",African American South,3,457A59,-530,92700,1982,396,41523,62.13400021,13.83832976,57.15539947,19.68071635
37105,"Lee Co., North Carolina",African American South,3,457A59,3594,138400,1983,647,53297,58.12344862,14.65248227,59.64333782,20.11820997
37107,"Lenoir Co., North Carolina",African American South,3,457A59,-3535,93500,1975,904,39411,49.09902783,13.97399983,51.43118846,20.78701233
